PG_Name,Address,Area,Contact,Amenities,Primary_Image_URL,All_Image_URLs,Image_Count,Detail_Page_URL,Source
"A-STAR LUXURY PAYING GUEST FOR  BOYS IN KORAMANGALA","Near Koramangala Bus Depot, Bangalore Landmark: Near Pizza Hut & Sony Signal","koramangala","7846962345","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/A Star/IMG_4122.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/A Star/IMG_4124.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/A Star/IMG_4125.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/A Star/IMG_4126.JPG",5,"https://www.payingguestinbengaluru.com/A STAR LUXURY PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"SRINIVAS  NEW DELUXE BOYS PG IN KORAMANGALA","Near Koramangala Depot,","koramangala","9739407141","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-zTtXRQJ-CU8/V2utY8dD68I/AAAAAAAAFvo/H0qYa868n_E7APaGXXwjjmjyfSUiJnDIgCLcB/s1600/IMG_6344.JPG; https://4.bp.blogspot.com/-vptBL5AcY44/V2utZ5lEqYI/AAAAAAAAFvw/z4qLSXxFWi8U6pUCu9Si62KnuhSAmJO4QCLcB/s1600/IMG_6345.JPG; https://2.bp.blogspot.com/-uXt5oirmOi0/V2utazwr7wI/AAAAAAAAFv4/avmfCUWIKZo5vldXwozyWaEN84nq2YAQgCLcB/s1600/IMG_6347.JPG; https://3.bp.blogspot.com/-RhnO5fNfL2A/V2utaMHbZvI/AAAAAAAAFv0/VvB9RU3xH-g3YM0_RoWT3jffxc_6-K0ogCLcB/s1600/IMG_6346.JPG",5,"https://www.payingguestinbengaluru.com/SRINIVASA NEW DELUXE PAYING GUEST FOR MEN IN EJIPURA.html","payingguestinbengaluru.com"
"AMITY'S  NEW EXECUTIVE PAYING GUEST IN KORAMANGALA FOR BOYS","Ladies PG: 6th Block, Near Koramangala Club road,  Koramangala                                      Boys PG: 4th Block, Near BDA Complex, Koramangala","koramangala","9900403403","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest in Bangalore In Association with Coffee Castle Coorg.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Amitys Koramanga/4.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Amitys Koramanga/5.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Amitys Koramanga/1prithvi.JPG",5,"https://www.payingguestinbengaluru.com/4 SEASONS NEW EXECUTIVE PAYING GUEST FOR WOMEN AND MEN.html","payingguestinbengaluru.com"
"SRI LAKSHMI SRINIVASA LUXURY PAYING GUEST IN KORAMANGALA FOR GENTS","# 3, MM Garden, 4th Cross,","koramangala","9945801094","wifi; ac; tv; parking; meals; laundry; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Sri Sai Ganesh Kor/IMG_1301.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/SV Deluxe koramangala PG/2013-05-30 13.46.14.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Anuradha/03.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Sri Sai Paying Guest for ladies Madiwala/2013-08-19 19.04.56.JPG",5,"https://www.payingguestinbengaluru.com/SRI LAKSHMI SRINIVASA PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"SRI SAI KRITHISH NEW LUXURY BOYS PAYING GUEST   IN KORAMANGALA","2nd main, Opp to Koramangala police station, Koramangala 8th block, Bangalore 34 Landmark: Near Bethany school & Koramangala indoor stadium","koramangala","7204085544","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Lohande Home/904619_440179186118229_1172732484_o.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Lohande Home/1956692_440179106118237_326827222_o.jpg; https://2.bp.blogspot.com/-gUhqMo3eock/V5jJOBrtswI/AAAAAAAAF1o/Id2eM460lfEc27Gbx0okXLrTBeXSIQkDgCLcB/s1600/IMG_6470.JPG; https://1.bp.blogspot.com/-FxkBxER04g0/V5jJLvpI04I/AAAAAAAAF1Q/i1THPzXZ3VgCXcyy7MUcEeNfKA2nYDiRgCLcB/s1600/IMG_6463.JPG",5,"https://www.payingguestinbengaluru.com/SRI SAI KRITHISH NEW LUXURY PAYING GUEST MEN IN KORAMANGALA 8TH BLOCK.html","payingguestinbengaluru.com"
"SRI BALAJI NEW  EXECUTIVE PAYING GUEST FOR MALE IN KORAMANGALA","2nd Cross, Near VRR homes,","koramangala","7022158912","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-WruttaKhM8A/VM5pR5N8axI/AAAAAAAAAOw/JUBOOPF1_uM/s1600/IMG_2833.JPG; https://3.bp.blogspot.com/-og5QBn-4CGk/VM5pU-joodI/AAAAAAAAAO4/nrd50mOsK-s/s1600/IMG_2834.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/VEERANJANEYA PG EC LADIES/DSC02059.JPG; https://2.bp.blogspot.com/-iacc3YJp6Jo/VM5paGlMTwI/AAAAAAAAAPI/9-QX8aH70GY/s1600/IMG_2839.JPG",5,"https://www.payingguestinbengaluru.com/SRI BALAJI NEW EXECUTIVE PG FOR MEN IN KORAMANGALA.html","payingguestinbengaluru.com"
"OM SHIVA SAI NEW LUXURY MALE PG IN KORAMANGALA BANGALORE","# 22, Patel Narayana Reddy Layout, Koramangala 6th block , Bangalore-95","koramangala","8088800777","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-Z91FOFgZXWg/VM5oiKHo-vI/AAAAAAAAANA/5Z2rRW1-It8/s1600/IMG_2786.JPG; https://4.bp.blogspot.com/-4RuawfHV8wg/VM5ocbpzU-I/AAAAAAAAAMo/BxN61XqlhT4/s1600/IMG_2783.JPG; https://1.bp.blogspot.com/-STSmrhXrl3I/VM5oeSOVWLI/AAAAAAAAAMw/DgoKL_RivYA/s1600/IMG_2784.JPG; https://1.bp.blogspot.com/-8w9WuIWyp90/VM5ofyqPXqI/AAAAAAAAAM4/br5L7zRCzgI/s1600/IMG_2785.JPG",5,"https://www.payingguestinbengaluru.com/OM SHIVA SAI MENS PG IN BANGALORE KORAMANGALA.html","payingguestinbengaluru.com"
"D SOLITAIRES PAYING GUEST FOR MEN  IN KORAMANGALA","No. 78,  8th C Main, J Block, Landmark: Near Raheja  Residency  Back Gate","koramangala","9886049987","wifi; ac; tv; parking; meals; laundry; security; gym; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (2).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (4).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (1).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (3).jpeg",5,"https://www.payingguestinbengaluru.com/D SOLITAIRES PAYING GUEST FOR MEN IN KORAMANGALA BANGALORE.html","payingguestinbengaluru.com"
"SRI SAI LUXURY GENTS PG IN BANGALORE KORAMANGALA","# 73, old No. 72, Govt. School Road,","koramangala","8904533110","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/PLEASURE_PAYING_GUEST/2012-02-03 10.58.37.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/PLEASURE_PAYING_GUEST/2012-02-03 10.45.58.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying Huest In Bangalore (18).JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/KAMALA KUTEERA PAYING GUEST FOR LADIES/2012-10-25 15.04.09.jpg",5,"https://www.payingguestinbengaluru.com/SRI SAI LUXURY PAYING GUEST FOR GENTS-PG IN KORAMANGA.html","payingguestinbengaluru.com"
"OM SAI RAM NEW LUXURY BOYS PG IN BANGALORE KORAMANGALA","Near Vara Muneshwara Temple, Exactly near Ejipura Signal bustop towards Koramangal, Inner Road, Ejipura, Bangalore-560047","koramangala","7795704048","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://3.bp.blogspot.com/-sauL61HEt1Q/Vo2OAYAKLYI/AAAAAAAAEkw/XCEO1SInv3o/s1600/IMG_5414.JPG; https://4.bp.blogspot.com/-0ryZ36Z-U1s/VYyHJ9UUp8I/AAAAAAAAB4M/j5VvbYxIiKQ/s1600/IMG_4116.JPG; https://3.bp.blogspot.com/-cnCCrVl2cQA/VYyHItl1TgI/AAAAAAAAB38/pN94ipvxqrE/s1600/IMG_4113.JPG; https://4.bp.blogspot.com/-wk9oclKTUFE/VYyHFv7mRSI/AAAAAAAAB3g/ZmsMMRai30Q/s1600/IMG_4108.JPG",5,"https://www.payingguestinbengaluru.com/OM SAI RAM NEW LUXURY PAYING GUEST FOR MEN ejipura.html","payingguestinbengaluru.com"
"D SOLITAIRES MENS PG IN KORAMANGALA BANGALORE","#2, 1st Cross, Green Leaf Extension, Landmark: FILL n CHILL PUB","koramangala","9740177771","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (2).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (4).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (1).jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/Grand Solitaires/Koramangala/Grand Solitaires  (3).jpeg",5,"https://www.payingguestinbengaluru.com/GRAND SOLITAIRES PAYING GUEST FOR MEN IN KORAMANGALA.html","payingguestinbengaluru.com"
"PLEASURE LUXURY MENS PAYING GUEST IN KORAMANGALA BANGALORE","# 26, 1st Main, Nanjappa Layout, 8th Block, Koramangala,Bangalore-560095 Landmark: Opposite to Regional Passport office & Next Venkateshwara Temple","koramangala","9902252220","wifi; ac; tv; parking; meals; laundry","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/PLEASURE_PAYING_GUEST/2012-02-03 10.58.37.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/PLEASURE_PAYING_GUEST/2012-02-03 10.45.58.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/PLEASURE_PAYING_GUEST/2012-02-03 10.48.51.jpg",5,"https://www.payingguestinbengaluru.com/PLEASURE PAYING GUEST FOR GENTS.html","payingguestinbengaluru.com"
"SRI DURGA NEW LUXURY GENTS PG IN KORAMANGALA BANGALORE","# 17, 3rd Cross, Srinivagilu, Inner Ring Road, Koramangala, Bangalore-47 Landmark: Near Ejipura Signal & Oasis","koramangala","9008456787","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/SRI SOBHA PG/04.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/SRI SOBHA PG/02.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/SRI SOBHA PG/03.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Paying Guest Images/SRI SOBHA PG/01.JPG",5,"https://www.payingguestinbengaluru.com/SRI DURGA NEW LUXURY PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"SRI VINAYAKA NEW LUXURY GENTS PAYING GUEST IN KORAMANGALA","# 6, Near iGate Software, Koramangala 1st block, Jakkasandra, Bangalore-95 Landmark: opp. to ICICI Bank & Jakkasandra Last Bustop","koramangala","9066210703","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://4.bp.blogspot.com/-NtORqfgNBME/VQ96jd1fRYI/AAAAAAAAAsc/Re2sntTNZG8/s1600/IMG_3638.JPG; https://3.bp.blogspot.com/-TEw-eJvLKbY/VQ96jNR7mTI/AAAAAAAAAsY/WugOCrQVpyU/s1600/IMG_3632.JPG; https://4.bp.blogspot.com/-kqUQhHwT994/VQ97Itx38fI/AAAAAAAAAtI/QrT7SmVjrts/s1600/IMG_3639.JPG; https://1.bp.blogspot.com/-9K4FMW2CY1I/VQ96pwjA37I/AAAAAAAAAs0/7OKAZUapU9M/s1600/IMG_3643.JPG",5,"https://www.payingguestinbengaluru.com/SRI VINAYAKA NEW LUXURY PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"TIRUMALA NEW EXECUTIVE BOYS PG IN KORAMANGALA BANGALORE","Near Sony Signal & Koramangala Depot, opp. to Indian oil petrol Bunk, Bangalore","koramangala","9538127288","wifi; ac; tv; parking; meals; laundry; security","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg",1,"https://www.payingguestinbengaluru.com/TIRUMALA NEW EXECUTIVE PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"OM SAI RAM  PAYING GUEST FOR MALE IN KORAMANGALA BANGALORE","#7, Jakkasandra 1st cross, Landmark: Jakkasandra bus stop","koramangala","7795704048","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://4.bp.blogspot.com/-cczKA_qckbE/VNe7iKBrO1I/AAAAAAAAAX0/vtBPSg-id_8/s1600/1.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying Huest In Bangalore (1).JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying Huest In Bangalore (10).jpg",5,"https://www.payingguestinbengaluru.com/OM SRI RAM PAYING GUEST FOR GENTS KRM 1ST BLK.html","payingguestinbengaluru.com"
"SRI VENKATESHWARA MALE PG IN KORAMANGALA BANGALORE","Near Koramangala Depot, Koramangala, Bangalore Landmark: Opp. to Pizaa Hut","koramangala","9916696105","wifi; ac; tv; parking; meals; laundry; security; refrigerator","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg","https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/images/Paying-guest-in-bangalore-credits.jpg; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Sri Vinayaka/IMG_2306.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Sri Vinayaka/IMG_2300.JPG; https://www.payingguestinbengaluru.com/PG-in-Bangalore-Assets/Sri Vinayaka/IMG_2303.JPG; https://4.bp.blogspot.com/-NtORqfgNBME/VQ96jd1fRYI/AAAAAAAAAsc/Re2sntTNZG8/s1600/IMG_3638.JPG",5,"https://www.payingguestinbengaluru.com/VENKATESHWARA LUXURY PAYING GUEST FOR MEN.html","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Just Like Service Apartment - High Speed Wi-Fi Connectivity - LED","AVS Compound, behind GKB OPTICALS, near Sony signal, 4th Block, AVS Layout, Koramangala, Bengaluru, Karnataka 560034 Landmark: Exactly near Sony Signal, Near Oasis Mall, Beside GKB Opticals, next Sams","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; microwave","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Just Like Service Apartment - High Speed Wi-Fi Connectivity - LED","#63, Sri Rama Temple Road, Ashwini Layout, Ejipura, Koramangala 6th Block, Bengaluru, Karnataka 560095 Landmark: Near Koramangala Bus Depot and Opp to Indian Oil Petrol Bunk","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; microwave","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Just Like Service Apartment - High Speed Wi-Fi Connectivity - LED","#447, 17th E Main Road,KHB Block Kormangala ,6th Block, Kormangala , Bengaluru, karnataka 560095 Landmark: Near Koramangala Club and Koramangala Bus Depot, 2 mins walk from Sony world Signal","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; microwave","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New luxury PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & South I","# 506, A K R Arcade, Near Sony World Signal & Koramangala Club, Koramangala 6th BLock, Bangalore Landmark: Very Close to Koramangala Club","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Just Like Service Apartment - High Speed Wi-Fi Connectivity - LED","# 832, 17th F Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095 Landmark: Near Koramangala Club and Koramangala Bus Depot, 2 mins walk from Sony world Signal","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; microwave","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New luxury PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & South I","# 82, 17th A Main, Kathalipalya, Koramangala 6th Block. Near Canara Bank and Sony World Signal, Bangalore - 560034 Landmark : Near Koramangala Club, Canara Bank and Sony World Signal","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"The Bliss PG for Ladies, 223, 5th cross, 4th Block, Opp to Sri Chaitanya PU College, Koramangala 560","The Bliss PG for Ladies, 223, 5th cross, 4th Block, Opp to Sri Chaitanya PU College, Koramangala 560034. LANDMARK: Opp. to Sri Chaitanya PU College, Koramangala Sony Signal","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New luxury PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & South I","# 2/1, 80 ft. Road, Next to Mangala Kalyana Mantapa, KHB Colony, Kormangala 7th Block, Bangalore - 560095 Landmark : Near Forum Mall Koramangala and Near JNC College","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Luxury PG - LED TV in each room - High Speed WI-FI Connectivity - North and Sout","# 52 , Near State Bank of Hyderabad, Koramangala 6th Block, Bangalore Landmark: Near Ooty Chocolate & Canara Bank Bustop, Bangalore","koramangala","","wifi; ac; tv; parking; meals; laundry; security","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Just Like Service Apartment - High Speed Wi-Fi Connectivity - LED","# 9 , 1st Main, 3rd Cross, Opp. IBP petrol bunk, 80 ft. road, 6th Block, koramangala, Bangalore Landmark: Opp. IBP & Pizza Hut & Behind Diabetic Care ( 1 Min walk from koramangala Depot)","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; microwave","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully furnished Posh PG - LCD TV in Each Room - Unlimited Wi-Fi - Master Bedrooms - North/South Indi","# 818/E, 17th F1 Main, Koramangala, Bangalore 6th Block, Bangalore-560095 Landmark : Behind Pizza hut, Koramangala Depot","koramangala","","wifi; ac; tv; parking; meals; laundry; security","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New luxury PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & South I","# 431/B, 1st B Cross, Kormangala 8th Block, Near Ksheera Sagar Hotel, Bangalore - 560095 Landmark : Near Koramagala Passport Office, Decathlon Mc Donalds and Koramangala Indoor Stadium","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New Executive PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & Sout","17th B Main, near Koramangala Club, Kormangala 6th Block, Bangalore - 560095 Landmark : Near Koramangala Bus Depot and Sony World Signal","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Sharing PG photo's & More details Address: # 30/45, Ashirbad, 3rd Cross, Church Road, Koramangala 6t","# 30/45, Ashirbad, 3rd Cross, Church Road, Koramangala 6th Block, Bangalore-95 Landmark: Near NGV Club & Koramangala Depot.","koramangala","","wifi; ac; tv; parking; meals; security","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Modern Deluxe PG, Near Ashoka Residency, Patel Narayana Reddy Layout, Koramangala 6th block , Bangal","Modern Deluxe PG, Near Ashoka Residency, Patel Narayana Reddy Layout, Koramangala 6th block , Bangalore-95 Landmark : Near Sony World Signal and Koramangala Bus depot","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator; heater","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
"Fully Furnished New luxury PG - Hi-Speed WI-FI Connectivity - LED TV in every room - North & South I","# 36, GNR Legacy, Near Sony World Signal & Canara Bank, 6th Block, Koramangala, Bangalore Landmark : Near Sony world Signal and Koramangala Club","koramangala","","wifi; ac; tv; parking; meals; laundry; security; cctv; refrigerator","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80","https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=800&q=80",1,"","payingguestinbengaluru.com"
